,location,total_sqft,bath,price,BHK
4527,Marathahalli,3800.0,4.0,250.0,4
4528,Marathahalli,1019.0,2.0,49.85,2
4529,Marathahalli,1215.0,2.0,67.0,2
4530,Marathahalli,2181.0,3.0,152.0,4
4531,Marathahalli,1170.0,2.0,53.0,2
4532,Marathahalli,1019.0,2.0,49.86,2
4533,Marathahalli,1325.0,2.0,71.55,2
4534,Marathahalli,1220.0,2.0,56.5,2
4535,Marathahalli,1575.0,3.0,78.0,3
4536,Marathahalli,1152.0,2.0,56.0,2
4537,Marathahalli,1610.0,3.0,90.0,3
4538,Marathahalli,1146.0,2.0,70.0,2
4539,Marathahalli,4000.0,5.0,212.0,4
4540,Marathahalli,1469.0,3.0,89.0,3
4541,Marathahalli,1530.0,3.0,74.5,3
4542,Marathahalli,1840.0,3.0,98.0,3
4543,Marathahalli,3951.0,4.0,220.0,4
4544,Marathahalli,1350.0,2.0,62.0,3
4545,Marathahalli,2519.0,5.0,185.0,4
4546,Marathahalli,1385.0,2.0,66.65,3
4547,Marathahalli,957.0,2.0,46.9,2
4548,Marathahalli,1583.0,3.0,105.0,3
4549,Marathahalli,2524.0,5.0,190.0,4
4550,Marathahalli,1350.0,3.0,72.0,3
4551,Marathahalli,1535.0,3.0,72.5,3
4552,Marathahalli,1071.0,2.0,52.25,2
4553,Marathahalli,1215.0,2.0,58.86,2
4554,Marathahalli,1102.0,2.0,53.67,2
4555,Marathahalli,1900.0,3.0,123.0,3
4556,Marathahalli,1045.0,2.0,60.0,2
4557,Marathahalli,1305.0,2.0,69.0,3
4558,Marathahalli,1365.0,2.0,73.0,2
4559,Marathahalli,3800.0,4.0,205.0,4
4560,Marathahalli,3895.0,4.0,220.0,4
4561,Marathahalli,1785.0,3.0,94.0,3
4562,Marathahalli,4000.0,4.0,220.0,4
4563,Marathahalli,1208.0,2.0,70.0,2
4564,Marathahalli,1325.0,1.0,92.0,2
4565,Marathahalli,1525.0,3.0,90.0,3
4566,Marathahalli,1937.0,3.0,140.0,3
4567,Marathahalli,1550.0,3.0,83.0,3
4568,Marathahalli,1350.0,2.0,86.0,2
4569,Marathahalli,957.0,2.0,47.0,2
4570,Marathahalli,1230.0,2.0,57.0,2
4571,Marathahalli,1200.0,2.0,58.0,2
4572,Marathahalli,1650.0,3.0,86.45,3
4573,Marathahalli,607.0,1.0,35.0,1
4574,Marathahalli,1583.0,3.0,109.0,3
4575,Marathahalli,1075.0,2.0,52.43,2
4576,Marathahalli,1360.0,2.0,103.0,2
4577,Marathahalli,1220.0,2.0,58.5,2
4578,Marathahalli,950.0,2.0,45.68,2
4579,Marathahalli,615.0,1.0,44.0,1
4580,Marathahalli,1595.0,3.0,90.0,3
4581,Marathahalli,1350.0,2.0,89.0,2
4582,Marathahalli,1020.0,2.0,57.0,2
4583,Marathahalli,1600.0,3.0,88.0,2
4584,Marathahalli,780.0,1.0,55.0,1
4585,Marathahalli,1710.0,3.0,100.0,3
4586,Marathahalli,1530.0,3.0,73.5,3
4587,Marathahalli,1358.0,2.0,81.0,2
4588,Marathahalli,1205.0,2.0,75.0,2
4589,Marathahalli,1730.0,3.0,110.0,3
4590,Marathahalli,1583.0,3.0,115.0,3
4591,Marathahalli,1200.0,2.0,67.0,2
4592,Marathahalli,1095.0,2.0,60.0,2
4593,Marathahalli,1060.0,2.0,48.0,2
4594,Marathahalli,1050.0,2.0,65.0,2
4595,Marathahalli,1026.0,2.0,49.95,2
4596,Marathahalli,3940.0,4.0,220.0,4
4597,Marathahalli,1435.0,3.0,73.0,3
4598,Marathahalli,1220.0,2.0,59.0,2
4599,Marathahalli,881.0,2.0,48.06,2
4600,Marathahalli,1130.0,2.0,58.0,3
4601,Marathahalli,1680.0,3.0,105.0,3
4602,Marathahalli,1910.0,3.0,119.0,3
4603,Marathahalli,1602.0,2.0,104.0,2
4604,Marathahalli,700.0,1.0,38.0,1
4605,Marathahalli,1385.0,2.0,68.5,3
4606,Marathahalli,1690.0,3.0,116.0,3
4607,Marathahalli,1065.0,2.0,55.0,2
4608,Marathahalli,1693.0,3.0,125.0,3
4609,Marathahalli,1196.0,2.0,57.9,2
4610,Marathahalli,1595.0,3.0,88.0,3
4611,Marathahalli,2122.0,3.0,125.0,3
4612,Marathahalli,1730.0,3.0,115.0,3
4613,Marathahalli,4000.0,4.0,200.0,4
4614,Marathahalli,1200.0,2.0,58.17,3
4615,Marathahalli,1125.0,2.0,55.0,2
4616,Marathahalli,1950.0,3.0,115.0,3
4617,Marathahalli,1250.0,2.0,68.0,2
4618,Marathahalli,1125.0,2.0,56.8,2
4619,Marathahalli,1350.0,2.0,90.0,2
4620,Marathahalli,1200.0,2.0,53.0,2
4621,Marathahalli,2500.0,5.0,175.0,4
4622,Marathahalli,3855.0,4.0,220.0,4
4623,Marathahalli,1605.0,3.0,76.0,3
4624,Marathahalli,1350.0,2.0,60.0,2
4625,Marathahalli,3400.0,4.0,235.0,4
4626,Marathahalli,1350.0,2.0,99.0,2
4627,Marathahalli,1310.0,3.0,63.22,3
4628,Marathahalli,1285.0,2.0,55.0,2
4629,Marathahalli,2500.0,5.0,181.0,4
4630,Marathahalli,3800.0,4.0,235.0,4
4631,Marathahalli,3951.0,4.0,230.0,4
4632,Marathahalli,1125.0,2.0,54.8,2
4633,Marathahalli,1700.0,3.0,126.0,3
4634,Marathahalli,1315.0,2.0,60.0,3
4635,Marathahalli,1270.0,2.0,73.0,2
4636,Marathahalli,1530.0,3.0,71.0,3
4637,Marathahalli,950.0,2.0,46.7,2
4638,Marathahalli,1550.0,3.0,85.0,3
4639,Marathahalli,1144.0,2.0,65.0,2
4640,Marathahalli,1240.0,2.0,55.0,2
4641,Marathahalli,1100.0,2.0,75.0,1
4642,Marathahalli,1156.0,2.0,52.0,2
4643,Marathahalli,2524.0,5.0,180.0,4
4644,Marathahalli,1135.0,2.0,60.0,2
4645,Marathahalli,1839.0,3.0,130.0,3
4646,Marathahalli,1170.0,2.0,85.0,2
4647,Marathahalli,1108.0,2.0,60.0,3
4648,Marathahalli,1449.0,3.0,110.0,3
4649,Marathahalli,1360.0,2.0,101.0,2
4650,Marathahalli,1026.0,2.0,50.18,2
4651,Marathahalli,1800.0,3.0,95.0,3
4652,Marathahalli,1650.0,3.0,85.0,3
4653,Marathahalli,1270.0,2.0,80.0,2
4654,Marathahalli,1100.0,2.0,50.0,2
4655,Marathahalli,1196.0,2.0,57.95,2
4656,Marathahalli,1485.0,2.0,90.0,3
4657,Marathahalli,1146.0,2.0,69.0,2
4658,Margondanahalli,1090.0,2.0,58.0,2
4659,Margondanahalli,1200.0,2.0,58.5,2
4660,Margondanahalli,1200.0,2.0,67.0,2
4661,Margondanahalli,1200.0,2.0,65.0,3
4662,Margondanahalli,1000.0,2.0,57.0,2
4663,Margondanahalli,1625.0,3.0,80.0,3
4664,Margondanahalli,600.0,2.0,35.0,2
4665,Margondanahalli,1200.0,2.0,69.0,2
4666,Margondanahalli,900.0,2.0,49.0,2
4667,Margondanahalli,1140.0,2.0,60.0,2
4668,Margondanahalli,1100.0,2.0,55.0,2
4669,Margondanahalli,1152.0,1.0,66.0,2
4670,Margondanahalli,1448.0,3.0,70.0,3
4671,Margondanahalli,1200.0,2.0,65.0,2
4672,Margondanahalli,1050.0,2.0,58.0,2
4673,Margondanahalli,1160.0,2.0,65.0,2
4674,Margondanahalli,1334.0,2.0,67.76,2
4675,Mico Layout,5000.0,9.0,210.0,9
4676,Mico Layout,1550.0,2.0,65.0,3
4677,Mico Layout,1125.0,2.0,40.0,2
4678,Mico Layout,1190.0,2.0,39.25,2
4679,Mico Layout,800.0,1.0,29.5,1
4680,Mico Layout,1250.0,2.0,44.0,3
4681,Mico Layout,1171.0,2.0,39.0,2
4682,Mico Layout,1200.0,2.0,53.5,2
4683,Mico Layout,1670.0,3.0,59.0,3
4684,Mico Layout,1140.0,2.0,43.0,2
4685,Munnekollal,1170.0,2.0,52.0,2
4686,Munnekollal,1102.0,2.0,53.67,2
4687,Munnekollal,1390.0,3.0,68.0,3
4688,Munnekollal,1200.0,2.0,49.5,2
4689,Munnekollal,950.0,2.0,46.5,2
4690,Munnekollal,1560.0,3.0,75.0,3
4691,Munnekollal,1750.0,3.0,86.5,3
4692,Munnekollal,1385.0,2.0,66.5,3
4693,Munnekollal,1080.0,2.0,45.0,2
4694,Munnekollal,1170.0,2.0,59.0,2
4695,Munnekollal,1540.0,2.0,70.0,3
4696,Munnekollal,1200.0,2.0,57.9,3
4697,Munnekollal,1030.0,2.0,50.36,2
4698,Murugeshpalya,1296.0,2.0,81.0,2
4699,Murugeshpalya,1550.0,3.0,74.0,3
4700,Murugeshpalya,1845.0,3.0,91.0,3
4701,Murugeshpalya,1185.0,2.0,85.0,2
4702,Murugeshpalya,1225.0,2.0,48.0,2
4703,Murugeshpalya,1930.0,3.0,75.0,3
4704,Murugeshpalya,1600.0,2.0,65.0,3
4705,Murugeshpalya,1344.0,2.0,56.0,3
4706,Murugeshpalya,1500.0,2.0,70.0,3
4707,Murugeshpalya,1855.0,3.0,96.0,3
4708,Murugeshpalya,1175.0,2.0,75.0,2
4709,Mysore Road,1175.0,2.0,73.5,2
4710,Mysore Road,1710.0,4.0,91.31,3
4711,Mysore Road,1020.0,2.0,48.95,2
4712,Mysore Road,1070.0,2.0,45.0,2
4713,Mysore Road,1239.0,2.0,53.0,2
4714,Mysore Road,1060.0,2.0,62.0,2
4715,Mysore Road,980.0,2.0,45.47,2
4716,Mysore Road,883.0,2.0,40.0,2
4717,Mysore Road,1525.0,3.0,96.0,3
4718,Mysore Road,1200.0,2.0,65.0,2
4719,Mysore Road,1340.0,2.0,64.31,3
4720,Mysore Road,1082.0,3.0,50.5,3
4721,Mysore Road,883.0,2.0,40.95,2
4722,Mysore Road,1070.0,2.0,49.65,2
4723,Mysore Road,1082.0,3.0,50.0,3
4724,Mysore Road,883.0,2.0,50.0,2
4725,Mysore Road,1155.0,2.0,51.0,2
4726,Mysore Road,1003.0,2.0,43.0,2
4727,Mysore Road,1237.0,2.0,73.0,2
4728,Mysore Road,883.0,2.0,45.0,2
4729,Mysore Road,1170.0,2.0,65.0,2
4730,Mysore Road,1029.5,2.0,50.855,2
4731,Mysore Road,940.0,2.0,43.61,2
4732,Mysore Road,1500.0,3.0,74.0,3
4733,Mysore Road,1568.0,2.0,100.0,3
4734,Mysore Road,1410.0,2.0,64.0,3
4735,Mysore Road,1560.0,2.0,83.3,3
4736,Mysore Road,1175.0,2.0,70.5,2
4737,Mysore Road,1080.0,2.0,60.0,3
4738,Mysore Road,1500.0,3.0,70.0,3
4739,Mysore Road,883.0,2.0,37.0,2
4740,Mysore Road,1082.0,2.0,45.0,3
4741,NGR Layout,1020.0,2.0,45.9,2
4742,NGR Layout,1105.0,2.0,49.73,2
4743,NGR Layout,1022.0,2.0,45.9,2
4744,NGR Layout,1020.0,2.0,45.0,2
4745,NGR Layout,1019.0,2.0,45.9,2
4746,NGR Layout,1020.0,2.0,46.0,2
4747,NGR Layout,1021.0,2.0,46.0,2
4748,NGR Layout,1021.0,2.0,45.9,2
4749,NRI Layout,1565.0,2.0,75.0,3
4750,NRI Layout,2500.0,5.0,130.0,5
4751,NRI Layout,1125.0,2.0,45.56,2
4752,NRI Layout,2150.0,4.0,115.0,4
4753,NRI Layout,1250.0,2.0,75.0,2
4754,NRI Layout,1789.0,3.0,75.0,3
4755,NRI Layout,1731.0,3.0,64.11,3
4756,NRI Layout,2400.0,2.0,125.0,2
4757,Nagarbhavi,1630.0,2.0,98.0,3
4758,Nagarbhavi,1350.0,3.0,150.0,3
4759,Nagarbhavi,1200.0,2.0,150.0,2
4760,Nagarbhavi,1523.0,2.0,53.4,3
4761,Nagarbhavi,2400.0,3.0,160.0,3
4762,Nagarbhavi,884.0,2.0,36.0,1
4763,Nagarbhavi,1055.0,2.0,55.0,2
4764,Nagarbhavi,1350.0,2.0,54.6,3
4765,Nagarbhavi,1223.0,2.0,60.0,2
4766,Nagarbhavi,956.0,2.0,49.0,2
4767,Nagarbhavi,1560.0,3.0,66.0,3
4768,Nagarbhavi,1400.0,2.0,85.0,3
4769,Nagarbhavi,1515.0,2.0,79.0,3
4770,Nagarbhavi,1145.0,2.0,40.0,2
4771,Nagarbhavi,300.0,1.0,20.0,1
4772,Nagarbhavi,1250.0,3.0,175.0,4
4773,Nagarbhavi,710.0,2.0,40.0,1
4774,Nagarbhavi,1850.0,3.0,88.0,3
4775,Nagarbhavi,1212.0,2.0,50.0,2
4776,Nagarbhavi,1020.0,2.0,55.0,2
4777,Nagarbhavi,1850.0,3.0,90.0,3
4778,Nagarbhavi,1120.0,2.0,53.0,2
4779,Nagarbhavi,1850.0,2.0,88.0,3
4780,Nagarbhavi,1146.0,2.0,50.0,2
4781,Nagarbhavi,1850.0,2.0,89.0,3
4782,Nagarbhavi,1190.0,2.0,63.0,2
4783,Nagarbhavi,1523.0,2.0,56.0,3
4784,Nagarbhavi,1050.0,2.0,80.0,2
4785,Nagarbhavi,2500.0,3.0,180.0,5
4786,Nagarbhavi,1350.0,3.0,60.0,3
4787,Nagarbhavi,1250.0,3.0,170.0,2
4788,Nagarbhavi,1635.0,3.0,85.0,3
4789,Nagarbhavi,1400.0,2.0,135.0,3
4790,Nagarbhavi,2200.0,2.0,99.0,3
4791,Nagarbhavi,1100.0,2.0,46.2,2
4792,Nagarbhavi,1080.0,2.0,49.0,2
4793,Nagarbhavi,1800.0,3.0,180.0,4
4794,Nagarbhavi,1225.0,2.0,58.0,2
4795,Nagasandra,980.0,2.0,48.0,2
4796,Nagasandra,2400.0,4.0,145.0,4
4797,Nagasandra,7000.0,8.0,450.0,4
4798,Nagasandra,1650.0,3.0,95.0,3
4799,Nagasandra,1500.0,2.0,91.0,2
4800,Nagavara,400.0,1.0,14.0,1
4801,Nagavara,2172.65,3.0,120.0,4
4802,Nagavara,1545.0,2.0,58.0,3
4803,Nagavara,2319.0,3.0,180.0,3
4804,Nagavara,2430.0,4.0,180.0,3
4805,Nagavara,936.0,2.0,40.2,2
4806,Nagavara,1125.0,2.0,44.5,2
4807,Nagavara,1315.0,2.0,70.0,2
4808,Nagavara,1077.0,2.0,50.0,2
4809,Nagavara,2496.0,4.0,125.0,4
4810,Nagavara,1110.0,2.0,44.95,2
4811,Nagavara,1247.0,2.0,58.56,2
4812,Nagavarapalya,1392.0,2.0,99.0,2
4813,Nagavarapalya,705.0,1.0,52.5,1
4814,Nagavarapalya,1300.0,3.0,80.0,3
4815,Nagavarapalya,705.0,1.0,57.0,1
4816,Nagavarapalya,705.0,1.0,55.0,1
4817,Nagavarapalya,1335.0,2.0,110.0,2
4818,Nagavarapalya,1134.0,2.0,55.0,2
4819,Nagavarapalya,1260.0,2.0,85.5,2
4820,Neeladri Nagar,1053.0,2.0,45.0,2
4821,Neeladri Nagar,1363.0,2.0,68.0,2
4822,Neeladri Nagar,2556.0,3.0,133.0,3
4823,Neeladri Nagar,674.0,1.0,21.0,1
4824,Neeladri Nagar,527.0,1.0,26.0,1
4825,Neeladri Nagar,1167.0,2.0,38.0,3
4826,Neeladri Nagar,1060.0,2.0,35.0,2
4827,Neeladri Nagar,640.0,1.0,20.5,1
4828,Neeladri Nagar,4000.0,12.0,160.0,10
4829,Neeladri Nagar,1105.0,2.0,30.0,2
4830,Neeladri Nagar,1100.0,2.0,30.0,2
4831,Neeladri Nagar,2111.0,3.0,103.0,3
4832,Nehru Nagar,1775.0,3.0,110.0,3
4833,Nehru Nagar,2363.0,5.0,120.0,4
4834,Nehru Nagar,2342.0,3.0,115.0,4
4835,Nehru Nagar,967.0,2.0,41.1,2
4836,Nehru Nagar,1374.0,3.0,72.0,3
4837,Nehru Nagar,1674.0,3.0,90.0,3
4838,Nehru Nagar,1269.0,2.0,63.0,3
4839,Nehru Nagar,1100.0,2.0,50.0,2
4840,Nehru Nagar,1674.0,3.0,81.0,3
4841,OMBR Layout,2420.0,3.0,185.0,3
4842,OMBR Layout,1078.0,2.0,65.0,2
4843,OMBR Layout,1101.0,2.0,65.5,2
4844,OMBR Layout,1041.0,2.0,65.5,2
4845,OMBR Layout,1300.0,2.0,80.0,2
4846,OMBR Layout,1085.0,2.0,64.0,2
4847,OMBR Layout,1855.0,3.0,145.0,3
4848,OMBR Layout,1050.0,2.0,48.0,2
4849,OMBR Layout,1730.0,3.0,93.0,3
4850,OMBR Layout,1165.0,2.0,88.5,2
4851,OMBR Layout,1101.0,2.0,66.0,2
4852,OMBR Layout,3400.0,4.0,275.0,4
4853,OMBR Layout,1580.0,3.0,75.0,3
4854,Old Airport Road,2732.0,4.0,204.0,4
4855,Old Airport Road,1875.0,2.0,110.0,3
4856,Old Airport Road,3356.0,4.0,251.0,4
4857,Old Airport Road,1206.0,2.0,75.0,2
4858,Old Airport Road,2774.0,4.0,207.0,4
4859,Old Airport Road,2690.0,4.0,191.0,4
4860,Old Airport Road,2690.0,4.0,199.0,4
4861,Old Airport Road,1655.0,2.0,97.65,2
4862,Old Airport Road,1075.0,2.0,60.0,2
4863,Old Airport Road,1858.0,2.0,167.0,3
4864,Old Airport Road,1150.0,2.0,90.0,2
4865,Old Airport Road,2658.0,5.0,187.0,4
4866,Old Airport Road,946.0,2.0,58.0,2
4867,Old Airport Road,2774.0,4.0,208.0,4
4868,Old Airport Road,3200.0,4.0,280.0,4
4869,Old Airport Road,2690.0,4.0,201.0,4
4870,Old Airport Road,1145.0,2.0,75.0,2
4871,Old Airport Road,2732.0,4.0,194.0,4
4872,Old Airport Road,2658.0,5.0,189.0,4
4873,Old Airport Road,2774.0,4.0,197.0,4
4874,Old Airport Road,2392.0,3.0,249.0,3
4875,Old Airport Road,3496.0,4.0,262.0,4
4876,Old Airport Road,1798.0,3.0,150.0,3
4877,Old Airport Road,1184.0,2.0,78.0,2
4878,Old Airport Road,3504.0,4.0,262.0,4
4879,Old Airport Road,1055.0,2.0,75.0,2
4880,Old Madras Road,1425.0,2.0,94.0,3
4881,Old Madras Road,3715.0,6.0,224.5,4
4882,Old Madras Road,3630.0,6.0,195.0,4
4883,Old Madras Road,1350.0,3.0,58.99,3
4884,Old Madras Road,935.0,2.0,45.0,2
4885,Old Madras Road,3715.0,6.0,200.5,4
4886,Old Madras Road,1720.0,3.0,100.0,3
4887,Old Madras Road,1200.0,2.0,72.0,2
4888,Old Madras Road,1225.0,2.0,53.55,2
4889,Old Madras Road,1100.0,2.0,70.0,2
4890,Old Madras Road,2760.0,5.0,157.0,3
4891,Old Madras Road,1171.0,2.0,75.0,2
4892,Old Madras Road,4500.0,7.0,294.0,5
4893,Old Madras Road,2640.0,5.0,142.0,3
4894,Old Madras Road,1065.0,2.0,47.86,2
4895,Old Madras Road,2010.0,3.0,125.0,4
4896,Old Madras Road,2010.0,3.0,115.0,4
4897,Old Madras Road,1480.0,2.0,84.0,3
4898,Old Madras Road,2990.0,5.0,210.0,3
4899,Old Madras Road,1210.0,2.0,74.0,2
4900,Old Madras Road,1171.0,2.0,72.0,2
4901,Old Madras Road,3630.0,6.0,196.0,4
4902,Old Madras Road,1480.0,3.0,95.0,3
4903,Old Madras Road,1425.0,2.0,74.31,3
4904,Old Madras Road,1210.0,2.0,80.0,2
4905,Old Madras Road,1859.0,3.0,121.0,3
4906,Old Madras Road,2990.0,5.0,173.0,3
4907,Old Madras Road,4000.0,4.0,225.0,4
4908,Old Madras Road,3900.0,4.0,175.0,4
4909,Old Madras Road,2300.0,3.0,142.0,3
4910,Old Madras Road,3630.0,6.0,207.0,4
4911,Old Madras Road,1210.0,2.0,77.0,2
4912,Old Madras Road,5020.0,7.0,287.0,5
4913,Old Madras Road,3715.0,6.0,212.5,4
4914,Old Madras Road,1330.0,2.0,74.0,2
4915,Old Madras Road,1720.0,3.0,106.0,3
4916,Old Madras Road,2640.0,5.0,150.0,3
4917,Old Madras Road,2990.0,3.0,170.0,3
4918,Old Madras Road,1530.0,3.0,76.34,3
4919,Old Madras Road,1171.0,2.0,73.0,2
4920,Old Madras Road,1630.0,3.0,110.0,3
4921,Old Madras Road,1165.0,2.0,52.0,2
4922,Old Madras Road,2640.0,2.0,170.0,2
4923,Old Madras Road,1165.0,2.0,51.42,2
4924,Padmanabhanagar,1020.0,2.0,63.0,2
4925,Padmanabhanagar,1176.0,2.0,62.0,2
4926,Padmanabhanagar,1258.0,2.0,115.0,2
4927,Padmanabhanagar,1708.0,2.0,90.5,3
4928,Padmanabhanagar,1100.0,2.0,65.0,2
4929,Padmanabhanagar,3400.0,3.0,210.0,4
4930,Padmanabhanagar,1531.0,2.0,75.0,3
4931,Padmanabhanagar,1400.0,3.0,65.0,3
4932,Padmanabhanagar,1360.0,2.0,75.0,3
4933,Padmanabhanagar,4500.0,4.0,360.0,3
4934,Padmanabhanagar,1200.0,2.0,60.0,2
4935,Padmanabhanagar,1710.0,2.0,90.63,3
4936,Padmanabhanagar,1000.0,1.0,90.0,2
4937,Padmanabhanagar,1067.0,2.0,52.0,2
4938,Padmanabhanagar,1250.0,2.0,70.0,3
4939,Padmanabhanagar,1350.0,3.0,71.55,3
4940,Padmanabhanagar,1360.0,3.0,75.0,3
4941,Padmanabhanagar,1100.0,2.0,60.0,2
4942,Padmanabhanagar,2051.0,3.0,180.0,3
4943,Padmanabhanagar,2051.0,3.0,170.0,3
4944,Pai Layout,1006.0,2.0,35.0,2
4945,Pai Layout,1550.0,2.0,90.0,3
4946,Pai Layout,1050.0,2.0,40.0,2
4947,Pai Layout,1400.0,2.0,67.0,3
4948,Pai Layout,1100.0,2.0,50.0,2
4949,Pai Layout,1255.0,2.0,80.0,2
4950,Pai Layout,1075.0,2.0,35.0,2
4951,Pai Layout,1400.0,2.0,57.5,2
4952,Pai Layout,1175.0,2.0,60.0,2
4953,Pai Layout,810.0,2.0,34.5,2
4954,Pai Layout,1000.0,2.0,34.0,2
4955,Pai Layout,1000.0,2.0,42.0,2
4956,Pai Layout,3800.0,6.0,175.0,6
4957,Pai Layout,1068.0,2.0,48.0,2
4958,Pai Layout,1510.0,2.0,65.0,3
4959,Pai Layout,1500.0,2.0,58.0,3
4960,Pai Layout,1600.0,2.0,65.0,3
4961,Panathur,1359.0,2.0,87.0,2
4962,Panathur,1695.0,3.0,90.0,3
4963,Panathur,1198.0,2.0,77.0,2
4964,Panathur,1180.0,2.0,70.0,2
4965,Panathur,1546.0,3.0,99.0,3
4966,Panathur,1370.0,2.0,75.0,3
4967,Panathur,1000.0,2.0,65.3,2
4968,Panathur,1109.0,2.0,63.0,2
4969,Panathur,1000.0,2.0,68.0,2
4970,Panathur,1255.0,2.0,79.0,2
4971,Panathur,1205.0,2.0,62.9,2
4972,Panathur,1198.0,2.0,82.0,2
4973,Panathur,1235.0,2.0,65.0,2
4974,Panathur,1210.0,2.0,80.0,2
4975,Panathur,1210.0,2.0,77.0,2
4976,Panathur,661.0,1.0,40.0,1
4977,Panathur,1210.0,2.0,78.0,2
4978,Panathur,1861.0,3.0,92.0,3
4979,Panathur,1050.0,2.0,60.0,2
4980,Panathur,1398.0,2.0,97.0,2
4981,Panathur,1065.0,2.0,58.0,2
4982,Panathur,1007.0,2.0,64.0,2
4983,Panathur,1210.0,2.0,77.93,2
4984,Panathur,1230.0,2.0,80.0,2
4985,Panathur,980.0,2.0,57.0,2
4986,Panathur,1075.0,2.0,60.0,2
4987,Panathur,1210.0,2.0,69.0,2
4988,Panathur,1343.0,2.0,76.0,2
4989,Prithvi Layout,2028.0,4.0,162.0,4
4990,Prithvi Layout,1352.0,2.0,87.5,2
4991,Prithvi Layout,1190.0,2.0,68.0,2
4992,Prithvi Layout,1352.0,2.0,85.0,2
4993,Prithvi Layout,1352.0,2.0,75.0,2
4994,Prithvi Layout,2273.0,4.0,220.0,3
4995,Prithvi Layout,1352.0,3.0,93.0,2
4996,Prithvi Layout,2273.0,4.0,192.0,3
4997,Prithvi Layout,1352.0,2.0,72.0,2
4998,Prithvi Layout,2100.0,3.0,125.0,3
4999,R.T. Nagar,1500.0,4.0,70.0,4
5000,R.T. Nagar,1200.0,2.0,120.0,2
5001,R.T. Nagar,1560.0,3.0,85.0,3
5002,R.T. Nagar,1040.0,2.0,46.0,2
5003,R.T. Nagar,1200.0,2.0,45.0,2
5004,R.T. Nagar,1235.0,2.0,65.0,2
5005,R.T. Nagar,1140.0,3.0,130.0,3
5006,R.T. Nagar,970.0,2.0,55.0,2
5007,R.T. Nagar,1560.0,3.0,125.0,3
5008,R.T. Nagar,1200.0,2.0,60.0,2
5009,R.T. Nagar,1680.0,3.0,72.0,3
5010,R.T. Nagar,1400.0,2.0,78.0,3
5011,R.T. Nagar,1200.0,3.0,140.0,3
5012,R.T. Nagar,1100.0,3.0,125.0,2
5013,R.T. Nagar,1150.0,2.0,72.0,2
5014,R.T. Nagar,1500.0,4.0,185.0,4
5015,R.T. Nagar,3600.0,8.0,165.0,9
5016,R.T. Nagar,1080.0,2.0,48.0,2
5017,R.T. Nagar,1325.0,2.0,52.0,2
5018,R.T. Nagar,1800.0,3.0,120.0,4
5019,R.T. Nagar,1300.0,3.0,145.0,3
5020,R.T. Nagar,1500.0,2.0,70.0,3
5021,R.T. Nagar,1100.0,2.0,85.0,2
5022,R.T. Nagar,1667.0,3.0,130.0,3
5023,Rachenahalli,1050.0,2.0,52.07,2
5024,Rachenahalli,1530.0,2.0,74.5,3
5025,Rachenahalli,1050.0,2.0,55.5,2
5026,Rachenahalli,1530.0,2.0,74.4,3
5027,Rachenahalli,1050.0,2.0,53.5,2
5028,Rachenahalli,1530.0,2.0,74.39,3
5029,Rachenahalli,1220.0,2.0,59.5,2
5030,Rachenahalli,1050.0,2.0,52.5,2
5031,Rachenahalli,1550.0,3.0,73.5,3
5032,Rachenahalli,440.0,1.0,28.0,1
5033,Rachenahalli,2721.0,3.0,113.0,3
5034,Rachenahalli,1050.0,2.0,52.1,2
5035,Rachenahalli,440.0,1.0,28.0,1
5036,Rachenahalli,1113.0,2.0,55.0,2
5037,Rachenahalli,3657.0,5.0,220.0,4
5038,Rachenahalli,1550.0,3.0,74.5,3
5039,Rachenahalli,680.0,1.0,32.64,1
5040,Rachenahalli,412.5,1.0,19.8,1
5041,Rachenahalli,1550.0,3.0,72.5,3
5042,Rachenahalli,690.0,1.0,39.8,1
5043,Rachenahalli,1200.0,2.0,50.0,2
5044,Rachenahalli,1050.0,2.0,47.25,2
5045,Rachenahalli,1100.0,2.0,68.0,2
5046,Rachenahalli,985.0,2.0,49.97,2
5047,Rachenahalli,1050.0,2.0,52.08,2
5048,Rachenahalli,2710.0,3.0,170.0,3
5049,Rachenahalli,1856.0,3.0,106.0,3
5050,Rachenahalli,985.0,2.0,50.17,2
5051,Rachenahalli,2600.0,3.0,160.0,3
5052,Rachenahalli,1756.0,3.0,110.0,3
5053,Rachenahalli,1550.0,3.0,68.5,3
5054,Rachenahalli,1550.0,2.0,73.5,3
5055,Rachenahalli,1050.0,2.0,52.71,2
5056,Raja Rajeshwari Nagar,1540.0,3.0,60.0,3
5057,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
5058,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5059,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5060,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5061,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5062,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5063,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5064,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5065,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5066,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5067,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5068,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
